,Block,Latitude,Longitude,zip
68761,023XX W WAVELAND AVE,41.948568066,-87.687486849,60618
68763,070XX S KIMBARK AVE,41.767367404,-87.594136173,60637
68781,114XX S HARVARD AVE,41.686174013,-87.63131423899999,60628
68791,050XX W 45TH ST,41.81118926,-87.74970874899999,60402
68817,037XX S SACRAMENTO AVE,41.825070351,-87.699574932,60632
68825,006XX E PERSHING RD,41.823901856999996,-87.61175722799999,60653
68830,079XX S WHIPPLE ST,41.748903231,-87.698704888,60652
68847,004XX W 108TH ST,41.697939781,-87.633698225,60628
68854,106XX S LOWE AVE,41.700861748,-87.639005561,60643
68856,113XX S PRAIRIE AVE,41.687986785,-87.616884285,60628
68857,013XX N Greenview Ave,41.906011667,-87.66512508299999,60642
68861,067XX S BENNETT AVE,41.772650125,-87.57893149200001,60649
68862,080XX S CLYDE AVE,41.749329026,-87.57350612299999,60649
68869,021XX S DRAKE AVE,41.852565094,-87.713644303,60623
68888,089XX S YATES BLVD,41.73299374,-87.56589501799999,60617
68893,033XX W SUNNYSIDE AVE,41.962977784,-87.71131807299999,60625
68895,017XX W 33RD PL,41.83321448,-87.668829335,60608
68899,066XX S LOOMIS BLVD,41.773124406,-87.659188846,60636
68909,048XX N KEELER AVE,41.968770886,-87.73298284100001,60630
68919,055XX S ROCKWELL ST,41.793100546,-87.688914267,60629
68973,081XX S KOSTNER AVE,41.745003175,-87.731268381,60456
68982,014XX E 95TH ST,41.722260404000004,-87.59090605700001,60619
68984,098XX S PARNELL AVE,41.715636015,-87.636996899,60643
68990,089XX S BLACKSTONE AVE,41.732316189,-87.588035204,60619
69016,065XX S WENTWORTH AVE,41.775194474,-87.630036356,60621
69039,025XX W FOSTER AVE,41.975862897,-87.6930438,60625
69061,064XX S SANGAMON ST,41.777330511,-87.64836611,60621
69063,045XX N WHIPPLE ST,41.963460103,-87.704647204,60625
69067,084XX S MANISTEE AVE,41.742156036,-87.55758176100001,60617
69070,067XX N RIDGE BLVD,42.004487311,-87.679846425,60626
69072,010XX W HARRISON ST,41.874347849,-87.652842506,60607
69078,029XX N PAULINA ST,41.93521093,-87.670928637,60657
69079,117XX S WENTWORTH AVE,41.680969691,-87.627556314,60628
69085,018XX S PRAIRIE AVE,41.857240398,-87.62075040200001,60605
69103,044XX S CALUMET AVE,41.814088014,-87.61828694,60653
69176,095XX S GENOA AVE,41.72085392,-87.649493693,60620
69188,003XX S SANGAMON ST,41.877532383,-87.650734075,60661
69198,014XX W HENDERSON ST,41.942487713,-87.665093551,60657
69199,002XX N OAKLEY BLVD,41.884970496,-87.684069795,60612
69209,015XX E 56TH ST,41.793364184,-87.58694334200001,60637
69216,030XX W SUNNYSIDE AVE,41.963040206,-87.70414025,60625
69223,053XX N NEWLAND AVE,41.978164543000005,-87.799707884,60656
69253,049XX S THROOP ST,41.803790434,-87.657550766,60609
69273,030XX N NATOMA AVE,41.935554448000005,-87.79194821799999,60634
69277,059XX W 65TH ST,41.774242991,-87.76951788299999,60638
69313,131XX S AVENUE N,41.656225655,-87.538681436,60633
69329,051XX N NEW ENGLAND AVE,41.974461116,-87.798797355,60656
69333,063XX N WHIPPLE ST,41.996412585,-87.705673089,60659
69335,023XX W JARVIS AVE,42.015655618000004,-87.689465385,60645
69341,014XX W 51ST ST,41.801371658,-87.660642287,60609
69343,059XX N MANTON AVE,41.989893986,-87.775612025,60646
69353,055XX N RAVENSWOOD AVE,41.981801094,-87.67456891299999,60660
69354,042XX N CENTRAL AVE,41.958107655999996,-87.76716476200001,60630
69364,018XX N MERRIMAC AVE,41.913324263,-87.781172894,60639
69374,051XX S MILLARD AVE,41.799971676,-87.71477109,60629
69385,058XX S PULASKI RD,41.787529201999995,-87.723005355,60629
69389,010XX E 75TH ST,41.758638324,-87.60021421799999,60619
69411,054XX W CORTLAND ST,41.914401374,-87.76237444600001,60639
69412,018XX W HOOD AVE,41.993151375,-87.67605574299999,60626
69418,113XX S FAIRFIELD AVE,41.687220619,-87.689609535,60655
69427,072XX S MICHIGAN AVE,41.762911407,-87.62163379799999,60621
69429,030XX S ST LOUIS AVE,41.838026269000004,-87.71217359299999,60623
69441,004XX E 76TH ST,41.75659548,-87.61437351,60619
69445,013XX W WASHBURNE AVE,41.866097286,-87.66006332,60607
69470,041XX S WELLS ST,41.818733348,-87.63241798899999,60653
69481,036XX N ALBANY AVE,41.947547789,-87.705399079,60618
69493,010XX N LONG AVE,41.899733856,-87.76080809700001,60651
69531,046XX W SCHUBERT AVE,41.929557009,-87.743228891,60639
69540,007XX N SEDGWICK ST,41.895881491,-87.638564761,60610
69541,016XX N MONITOR AVE,41.909816737,-87.771474896,60639
69542,043XX N MELVINA AVE,41.958972296,-87.78186728,60630
69546,014XX E 73RD ST,41.762385622,-87.58932208600001,60637
69563,040XX N MENARD AVE,41.95370728,-87.771909399,60641
69574,057XX S MAYFIELD AVE,41.788296261,-87.76946076600001,60638
69577,030XX N ODELL AVE,41.935065999,-87.810306557,60634
69600,078XX S PAXTON AVE,41.752567977,-87.57112245,60649
69611,044XX W BARRY AVE,41.937115065,-87.73853193299999,60641
69616,043XX W BARRY AVE,41.937166524,-87.736285805,60641
69619,086XX S UNIVERSITY AVE,41.737982305,-87.595125438,60619
69623,036XX W 60TH PL,41.783347545,-87.713896925,60629
69634,063XX N KEYSTONE AVE,41.995956391,-87.730119172,60712
69660,035XX N KILPATRICK AVE,41.945235720999996,-87.743951826,60641
69669,110XX S KEDZIE AVE,41.692563205,-87.70086269,60655
69673,004XX W 70TH ST,41.767132331,-87.63689118399999,60621
69707,034XX N Springfield ave,41.943220666,-87.724860338,60618
69718,005XX N LAWNDALE AVE,41.890797307,-87.71861869899999,60624
69722,087XX S DAUPHIN AVE,41.735418574,-87.601474904,60619
69725,001XX W 106TH PL,41.700735338,-87.62726698600001,60628
69727,023XX W MONTROSE AVE,41.961324978,-87.68781027899999,60625
69732,044XX S WOLCOTT AVE,41.813223719,-87.672377796,60609
69740,055XX N WASHTENAW AVE,41.98153615,-87.696675914,60659
69743,108XX S GREEN BAY AVE,41.698611017,-87.541341894,60633
69747,066XX S SPAULDING AVE,41.772933529,-87.70541142100001,60629
69753,035XX W 51ST ST,41.800701526,-87.71220411600001,60629
69759,001XX N TALMAN AVE,41.883498855,-87.692244515,60612
69760,059XX W EASTWOOD AVE,41.964935550999996,-87.775634876,60630
69772,051XX S MONITOR AVE,41.799368,-87.76860087899999,60638
69775,099XX S HOYNE AVE,41.712868912,-87.67455696200001,60643
69787,047XX N MARINE DR,41.967929496,-87.64928817100001,60640
69803,002XX W MARQUETTE RD,41.772681076,-87.631893124,60621
69810,085XX S DANTE AVE,41.740018346,-87.589133315,60619
69821,003XX W 29TH ST,41.84111402,-87.635766585,60616
69830,101XX S EGGLESTON AVE,41.710096946,-87.63366530299999,60643
69834,056XX S WENTWORTH AVE,41.791967246,-87.630432429,60621
69840,072XX W SCHOOL ST,41.939802459,-87.807287003,60634
69847,024XX W MARQUETTE RD,41.771973328,-87.683747876,60636
69858,021XX W MC LEAN AVE,41.918457875,-87.68107027100001,60647
69861,047XX S WASHTENAW AVE,41.807875191,-87.69175194200001,60632
69879,064XX S WENTWORTH AVE,41.77808998,-87.630081711,60621
69888,043XX N RIDGEWAY AVE,41.960102628,-87.72167752,60625
69889,006XX S SACRAMENTO BLVD,41.873508971999996,-87.70100593299999,60612
69905,060XX N MILWAUKEE AVE,41.991471147,-87.78227472299999,60646
69910,062XX S NORMANDY AVE,41.77852845,-87.78862209100001,60638
69927,005XX W DICKENS AVE,41.920082267,-87.64301652799999,60614
69938,087XX S EMERALD AVE,41.735199769,-87.64237294700001,60620
69945,096XX S LA SALLE ST,41.719235601,-87.627394173,60619
69963,063XX S SPRINGFIELD AVE,41.778464121,-87.72030126899999,60629
69967,045XX S WOLCOTT AVE,41.811497311,-87.672333186,60609
70013,099XX S YATES AVE,41.714768359000004,-87.564602855,60617
70030,022XX S SACRAMENTO AVE,41.851068221,-87.70033141,60608
70064,091XX S INDIANA AVE,41.72864439,-87.619161984,60619
70078,011XX N KEDVALE AVE,41.901260840999996,-87.729953355,60651
70087,009XX E 92ND ST,41.727594841,-87.600230235,60619
70088,057XX W WELLINGTON AVE,41.934872073,-87.770457513,60639
70094,091XX S BUFFALO AVE,41.729458085,-87.54427490100001,60617
70100,026XX W 101ST ST,41.709972899,-87.68747815200001,60805
70102,057XX S SAYRE AVE,41.787832086,-87.796298686,60501
70128,024XX S STATE ST,41.848670186999996,-87.626985915,60616
70143,048XX N RUTHERFORD AVE,41.969173016999996,-87.795270995,60656
70174,011XX E 54TH ST,41.797977355,-87.59758392799999,60615
70180,021XX N Dayton ST,41.920690971,-87.64981131,60614
70186,033XX N CLAREMONT AVE,41.942135155,-87.686915884,60618
70188,015XX N BOSWORTH AVE,41.909490769,-87.666440749,60642
70203,017XX W PRATT BLVD,42.005308985999996,-87.674767964,60626
70204,012XX W ROSEDALE AVE,41.989042156,-87.66210191100001,60660
70205,021XX N NEWLAND AVE,41.918917916999995,-87.798761433,60707
70208,028XX N MELVINA AVE,41.931640436,-87.78084590200001,60639
70224,056XX W OHIO ST,41.891092075,-87.76575163700001,60644
70233,030XX W VAN BUREN ST,41.87590938,-87.70285491700001,60612
70237,051XX W PARKER AVE,41.930518078,-87.754667618,60639
70244,050XX W CATALPA AVE,41.979972562,-87.7526901,60630
70258,017XX N WINCHESTER AVE,41.913389581,-87.67630893799999,60622
70266,027XX W IOWA ST,41.897462945,-87.696439114,60622
70267,024XX W WASHINGTON BLVD,41.883000161,-87.686994499,60612
70271,024XX W HOLLYWOOD AVE,41.984982599,-87.691209003,60659
70281,038XX S WOLCOTT AVE,41.824249181999996,-87.672675328,60632
70305,077XX S RHODES AVE,41.754109476,-87.611363057,60619
70311,034XX W 60TH PL,41.783422149,-87.709426656,60629
70315,033XX E 134TH ST,41.651849388,-87.54200278799999,60633
70332,052XX N ELSTON AVE,41.975593599999996,-87.752303278,60630
70346,025XX E 84TH ST,41.742697069,-87.562126235,60617
70357,061XX N RICHMOND ST,41.992820162,-87.703118675,60659
70361,061XX W PALMER ST,41.920123348000004,-87.77979885,60639
70362,054XX W BARRY AVE,41.936806279,-87.762027629,60641
70370,083XX S PERRY AVE,41.742701406,-87.626814745,60619
70391,130XX S LANGLEY AVE,41.657453507,-87.604700299,60827
70416,039XX W 55TH ST,41.793235691,-87.72115066,60629
70435,027XX W 16TH ST,41.859232263,-87.69485468100001,60608
70442,006XX W 81ST ST,41.747033298000005,-87.64010601,60620
70448,033XX W BALMORAL AVE,41.979378463,-87.712066902,60625
70467,055XX W FULLERTON AVE,41.924007955,-87.76383581700001,60639
70479,057XX W LE MOYNE ST,41.907517117,-87.769805173,60639
70481,092XX S CHICAGO SKYWAY IB,41.727841157,-87.555061405,60617
70484,027XX S CENTRAL PARK AVE,41.841720081999995,-87.71472147799999,60623
70489,048XX N ALBANY AVE,41.968928706,-87.70604224899999,60625
70490,079XX S ST LOUIS AVE,41.748373271,-87.70967452,60652
70504,072XX S SANGAMON ST,41.762874071999995,-87.647992068,60621
70512,012XX N CENTRAL PARK AVE,41.903629488,-87.716592783,60651
70520,029XX N MONITOR AVE,41.933940376,-87.77241355299999,60639
70526,008XX N DRAKE AVE,41.896393262,-87.71512341100001,60624
70542,115XX S EWING AVE,41.685423637,-87.535261665,60633
70549,019XX W VAN BUREN ST,41.876214088000005,-87.67547446,60612
70564,087XX S GREENWOOD AVE,41.735761132,-87.597532376,60619
70566,060XX W 63RD PL,41.776944475,-87.772544507,60638
70573,052XX W DICKENS AVE,41.918645481999995,-87.757732709,60639
70583,092XX S EXCHANGE AVE,41.728109768,-87.552585361,60617
70603,028XX N WOODARD ST,41.933868595,-87.71107911700001,60647
70607,004XX N LOWER WABASH AVE,41.889829141,-87.626657527,60602
70617,052XX N RIVERS EDGE TER,41.97608684,-87.732439724,60630
70649,011XX W 84TH ST,41.741403207,-87.652705376,60620
70665,089XX S MAY ST,41.731585384,-87.65200303299999,60620
70674,089XX S CORNELL AVE,41.732854883,-87.583940306,60619
70676,014XX S FARRAR DR,41.862218079,-87.696844065,60608
70704,037XX N HARDING AVE,41.948995357,-87.726058956,60641
70708,013XX W Fargo Ave,42.017183146,-87.664341555,60626
70730,036XX W 53RD ST,41.797019741999996,-87.71392298100001,60629
70733,105XX S CLAREMONT AVE,41.702129927,-87.680251056,60643
70736,060XX N NAPLES AVE,41.992242823000005,-87.788716545,60646
70744,019XX W DIVERSEY PKWY,41.932319121,-87.675328235,60657
70749,023XX N MAPLEWOOD AVE,41.923450539,-87.691458895,60647
70753,020XX W ARGYLE ST,41.972385329,-87.679777516,60640
70755,007XX W 36TH ST,41.828935017,-87.64532857,60609
70768,111XX S HAMLET AVE,41.691825228,-87.659851675,60643
70775,062XX W GRACE ST,41.949343283000005,-87.7825311,60634
70776,042XX N MAJOR AVE,41.957386868,-87.769586624,60630
70778,048XX S KOMENSKY AVE,41.805173132,-87.724726854,60632
70782,019XX N HONORE ST,41.917371739000004,-87.67396435200001,60614
70786,004XX W 38TH ST,41.82539977,-87.637026874,60616
70808,027XX W NELSON ST,41.936667834,-87.696093284,60618
70845,025XX S HALSTED ST,41.846628615,-87.64646763,60616
70863,027XX N RIDGEWAY AVE,41.93057853,-87.72082408899999,60647
70872,003XX W 83RD ST,41.743529664,-87.63255494299999,60619
70874,129XX S NORMAL AVE,41.659065711,-87.634064257,60827
70894,011XX N ORLEANS ST,41.902614326999995,-87.63740812799999,60610
70906,073XX S CICERO AVE,41.759283913000004,-87.741709017,60459
70908,103XX S CRANDON AVE,41.707503159,-87.566919718,60617
70918,082XX S THROOP ST,41.744471626,-87.656003864,60620
70920,021XX N KILDARE AVE,41.919297732,-87.73396119600001,60639
70922,023XX N CAMPBELL AVE,41.924330779,-87.689381256,60647
70923,088XX S LAFLIN ST,41.733329054,-87.66056136700001,60620
70931,016XX W CERMAK RD,41.852315895,-87.666693639,60608
70935,012XX S FARRAR DR,41.865704737,-87.69809809899999,60612
70939,044XX W IOWA ST,41.897024285,-87.736887579,60651
70953,055XX S AUSTIN AVE,41.791709045,-87.77203446200001,60638
70965,039XX N RIDGEWAY AVE,41.952483496,-87.721452595,60618
70979,004XX W 97TH ST,41.717934785,-87.63457658700001,60643
70989,017XX N CRILLY CT,41.913087323,-87.635765995,60614
70998,013XX N ST LOUIS AVE,41.904909088000004,-87.714189009,60647
71004,032XX W 53RD ST,41.797143529,-87.705384189,60629
71010,032XX W 27TH ST,41.842684086999995,-87.705757506,60623
71014,042XX W GRAND AVE,41.90836243,-87.731951113,60651
71017,036XX N NEVA AVE,41.94588781,-87.805799714,60634
71044,055XX S MASON AVE,41.791919916,-87.77082249200001,60638
71078,091XX S EAST END AVE,41.728499713000005,-87.582686741,60619
71090,061XX N KIMBALL AVE,41.992737006999995,-87.71405953799999,60659
71091,071XX S EXCHANGE AVE,41.765264705999996,-87.56559486299999,60649
71100,018XX S WENTWORTH AVE,41.857717887,-87.63189334,60605
71108,024XX S KEDVALE AVE,41.847748077,-87.727894637,60623
71115,027XX W WILSON AVE,41.964785229,-87.69761119700001,60625
71121,053XX W WINONA ST,41.974267755999996,-87.76151644,60630
71134,045XX W DIVERSEY AVE,41.931612143,-87.74050878700001,60639
71135,001XX S LAVERGNE AVE,41.87919597,-87.749373105,60644
71137,021XX W PRATT BLVD,42.00512191,-87.68480695,60645
71155,007XX E 120TH ST,41.676326747,-87.602602317,60628
71159,056XX S CAMPBELL AVE,41.791000763,-87.68640140000001,60629
71160,0000X N CAMPBELL AVE,41.881567874,-87.688496165,60612
71165,054XX S HAMLIN AVE,41.79466121,-87.718298672,60629
71198,085XX S EGGLESTON AVE,41.739018042,-87.63661978200001,60620
71201,026XX W COYLE AVE,42.007638503,-87.695613598,60645
71206,029XX W 72ND ST,41.762640415,-87.69756522600001,60652
71207,0000X E 84TH ST,41.741841698,-87.62357769,60619
71227,025XX W 26TH ST,41.844785283,-87.688256416,60608
71229,003XX N MAYFIELD AVE,41.886122725,-87.771991035,60644
71242,084XX S WHIPPLE ST,41.740508709000004,-87.69826724299999,60652
71249,041XX W DICKENS AVE,41.918938414,-87.73084873399999,60651
71253,030XX W 83RD ST,41.742553281999996,-87.69877474799999,60652
71254,003XX E LOWER NORTH WATER ST,41.889561428,-87.620196651,60602
71304,039XX W IOWA ST,41.897212056,-87.724041086,60651
71310,055XX W ALTGELD ST,41.9258131,-87.76538519399999,60639
71312,038XX N RAVENSWOOD AVE,41.951088567,-87.673719905,60657
71329,0000X W 74TH ST,41.760025229,-87.626657736,60621
71342,004XX W 43RD PL,41.815399612,-87.63792757600001,60609
71365,004XX E 50TH PL,41.803035479,-87.614555107,60615
71391,035XX N MELVINA AVE,41.945493017,-87.78136223899999,60634
71399,037XX W 84TH ST,41.740447341999996,-87.71570542200001,60652
71426,052XX W 64TH PL,41.775136568,-87.753316877,60638
71428,119XX S INDIANA AVE,41.677511887,-87.617802135,60628
71430,023XX N WESTERN AVE,41.923338311,-87.687594371,60647
71456,020XX W WALTON ST,41.898627555,-87.67809116,60622
71463,033XX W BYRON ST,41.952062679,-87.711063939,60618
71500,006XX W CONGRESS PKWY,41.875276833,-87.64296649,60607
71510,038XX S NORMAL AVE,41.824915675,-87.63865745700001,60616
71514,015XX E 54TH ST,41.798088475,-87.588425164,60615
71524,009XX W CHICAGO AVE,41.896319394,-87.652109777,60642
71525,083XX S MANISTEE AVE,41.744118399,-87.55760944,60617
71542,055XX W LEXINGTON ST,41.870199719,-87.76180234899999,60644
71544,031XX W 103RD ST,41.706203984,-87.699630363,60655
71570,003XX N RACINE AVE,41.8881588,-87.65688266,60661
71589,030XX W 40TH ST,41.820860674,-87.700577645,60632
71605,041XX N RICHMOND ST,41.956535587,-87.701987319,60618
71606,100XX S AVENUE L,41.71310862,-87.53648686,60617
71609,002XX N KENTON AVE,41.884113319,-87.740202599,60644
71628,041XX S MAPLEWOOD AVE,41.818646930999996,-87.688401411,60632
71630,044XX S HALSTED ST,41.813069554,-87.645648783,60609
71642,006XX W 117TH ST,41.681871027,-87.639015733,60628
71645,050XX N FRANCISCO AVE,41.9729283,-87.701273841,60625
71647,100XX S EXCHANGE AVE,41.712951139,-87.55232200299999,60617
71652,017XX W THOME AVE,41.995579659,-87.674084713,60626
71656,054XX S DREXEL AVE,41.79763606,-87.60388104299999,60615
71657,021XX N BELL AVE,41.92125251,-87.683669042,60647
71659,010XX W HUBBARD ST,41.890029428000005,-87.65300663299999,60654
71676,020XX N DRAKE AVE,41.917694235999996,-87.71516404200001,60647
71682,021XX N DRAKE AVE,41.920342873,-87.715248711,60647
71688,044XX S Komensky Ave,41.812553885999996,-87.72498713,60632
71689,006XX W Belmont Ave,41.940026544,-87.645183195,60613
71708,064XX W RAVEN ST,41.9937277,-87.789351324,60646
71718,068XX W HIGGINS AVE,41.979564425999996,-87.799780786,60656
71731,017XX W GLENLAKE AVE,41.992850575,-87.672417058,60660
71733,104XX S HALSTED ST,41.704122615,-87.642749722,60643
71740,058XX W CORTLAND ST,41.914282626,-87.77224402200001,60639
71742,001XX S SANGAMON ST,41.880112443,-87.650813107,60661
71750,125XX S LA SALLE ST,41.666768434,-87.62588513,60827
71753,043XX S CHRISTIANA AVE,41.814940323,-87.707921302,60632
71764,027XX N MAGNOLIA AVE,41.931323966,-87.65988129799999,60657
71766,003XX N WOOD ST,41.887527408000004,-87.671920927,60642
71771,013XX W WRIGHTWOOD AVE,41.928873914,-87.66184740899999,60657
71789,007XX W 123RD ST,41.670545449,-87.64088700200001,60827
71792,084XX S PRAIRIE AVE,41.741477114,-87.617891239,60619
71806,007XX S PLYMOUTH CT,41.872958828,-87.62865352899999,60603
71813,095XX S CALHOUN AVE,41.72116399,-87.562350799,60617
71828,027XX W WINONA ST,41.97476724,-87.69735748,60625
71833,062XX N WINTHROP AVE,41.995290786999995,-87.658375943,60660
71834,030XX N NEWLAND AVE,41.935092082,-87.799280583,60634
71841,114XX S FRONT AVE,41.686325241,-87.61230078700001,60628
71842,021XX N HUMBOLDT BLVD,41.920230599,-87.70217630100001,60647
71846,026XX N STOCKTON DR,41.930430021999996,-87.63880369700001,60614
71849,063XX W BRYN MAWR AVE,41.982895387,-87.786839515,60630
71862,029XX S HALSTED ST,41.840933562,-87.64634871700001,60616
71867,029XX N LOCKWOOD AVE,41.934469441,-87.758976005,60639
71881,074XX S INDIANA AVE,41.759278453,-87.619943972,60619
71883,079XX S HOYNE AVE,41.749942218,-87.67557429,60620
71900,035XX E 112TH ST,41.691851685,-87.53736071600001,60633
71906,053XX S STATE ST,41.797402494,-87.6257705,60621
71909,038XX W 76TH ST,41.75499125,-87.71911368,60652
71918,068XX S OAKLEY AVE,41.769574796,-87.68083945,60636
71930,009XX N HOWE ST,41.899203295,-87.643785079,60610
71941,112XX S SANGAMON ST,41.689898738000004,-87.64595169399999,60643
71947,037XX W 63RD ST,41.778754491,-87.716613865,60629
71953,048XX N LIPPS AVE,41.969144263000004,-87.76040394299999,60630
71965,002XX N OGDEN AVE,41.886137862,-87.662295115,60642
71982,109XX S COTTAGE GROVE AVE,41.695935152,-87.60912871,60628
71988,001XX S KENTON AVE,41.879148115,-87.740567984,60644
72015,018XX N ASHLAND AVE,41.915047516,-87.667804777,60614
72019,027XX W MAYPOLE AVE,41.883660124,-87.695085261,60612
72028,134XX S GREEN BAY AVE,41.651390334,-87.54109730100001,46327
72049,009XX W 86TH PL,41.736940069,-87.646560475,60620
72101,019XX E 87TH ST,41.737034465,-87.577238039,60617
72106,039XX E 105TH ST,41.704542957,-87.528125929,60617
72115,132XX S FORRESTVILLE AVE,41.65480474,-87.60853212299999,60827
72123,025XX E 107TH ST,41.700963071,-87.56153387299999,60617
72141,051XX N LAVERGNE AVE,41.973672715999996,-87.75285764799999,60630
72164,004XX S SANGAMON ST,41.876299967,-87.650692112,60607
72171,056XX S PARKSIDE AVE,41.790064003000005,-87.76342780200001,60638
72181,048XX W MELROSE ST,41.939724297,-87.74804197200001,60641
72195,051XX S TRIPP AVE,41.799473572,-87.729467836,60629
72199,015XX W 72ND PL,41.762193238,-87.66283301899999,60636
72211,027XX N HAMLIN AVE,41.93086779,-87.72206347299999,60647
72227,035XX W BARRY AVE,41.937403199,-87.71668279,60618
72229,014XX W 120TH ST,41.675761162,-87.65819993,60643
72231,050XX N ASHLAND AVE,41.97302094,-87.66955145600001,60640
72235,035XX N Clark St,41.94670237,-87.656117076,60613
72248,015XX S SANGAMON ST,41.861105328,-87.64981485700001,60607
72255,032XX W THOMAS ST,41.900995566999995,-87.70756346700001,60622
72278,013XX W HOLLYWOOD AVE,41.985529262,-87.663455589,60660
72299,028XX W 111TH ST,41.69167842,-87.69175092100001,60655
72300,057XX W WARWICK AVE,41.948574049,-87.770473004,60641
72301,095XX S MANISTEE AVE,41.72203907,-87.55659298799999,60617
72316,093XX S SOUTH CHICAGO AVE,41.725652973,-87.54966983700001,60617
72320,007XX W SCOTT ST,41.904984127,-87.647238431,60610
72323,075XX N ROGERS AVE,42.018966968,-87.669084869,60626
72363,012XX W LAWRENCE AVE,41.969019236,-87.66001391399999,60640
72389,122XX S WALLACE ST,41.671934721,-87.636904422,60628
72405,065XX W CLARENCE AVE,41.994621121,-87.790259706,60631
72412,102XX S CHARLES ST,41.708202534,-87.65923763299999,60643
72413,062XX W HENDERSON ST,41.941120436999995,-87.78228944700001,60634
72424,110XX S MORGAN ST,41.693677437,-87.647288174,60643
72426,080XX S KEDZIE AVE,41.746763314,-87.702309829,60652
72445,008XX E 62ND ST,41.782237570999996,-87.605562528,60637
72446,057XX W PATTERSON AVE,41.946752962,-87.770132459,60641
72447,058XX W BERTEAU AVE,41.956757486,-87.772753957,60630
72448,054XX N LYNCH AVE,41.980139565,-87.762460603,60630
72450,056XX W RACE AVE,41.889283859,-87.765800697,60644
72454,049XX N MENARD AVE,41.970737052,-87.773429374,60630
72455,009XX W 53RD PL,41.796880353,-87.648748416,60609
72470,084XX S WABASH AVE,41.741268433,-87.62273758100001,60619
72471,011XX W 40TH ST,41.821064059,-87.654023305,60609
72476,105XX S LONGWOOD DR,41.701492778,-87.671058784,60643
72478,007XX W 19TH PL,41.856010738,-87.645467925,60607
72498,116XX S AVENUE L,41.683996680999996,-87.536461771,60633
72507,003XX W 60TH ST,41.785392349,-87.634097594,60621
72514,039XX W 66TH PL,41.772309962,-87.721060066,60629
72521,027XX N HARDING AVE,41.930555163,-87.725723071,60647
72527,019XX W CULLOM AVE,41.959665385,-87.67631541700001,60640
72528,030XX N DAMEN AVE,41.937121908,-87.67827796,60657
72537,044XX N CLARK ST,41.962144678,-87.666068447,60640
72538,027XX N HARTLAND CT,41.930778823000004,-87.67280096799999,60657
72539,098XX S LONGWOOD DR,41.714851035,-87.66896214,60643
72541,018XX W AUGUSTA BLVD,41.899619591,-87.673059741,60642
72542,027XX N HALSTED ST,41.93182207,-87.648979521,60657
72545,049XX N KOSTNER AVE,41.970838576,-87.73797559,60630
72546,059XX W THORNDALE AVE,41.987981456,-87.77621356700001,60646
72547,028XX N GREENVIEW AVE,41.932896446,-87.66599852700001,60657
72579,037XX W 76TH PL,41.754304802,-87.716994574,60652
72591,070XX S ELIZABETH ST,41.766213696,-87.65536101299999,60636
72597,0000X S CENTRAL PARK BLVD,41.88033251,-87.715876796,60624
72599,011XX W ROSEMONT AVE,41.996384551,-87.65911117600001,60626
72613,060XX N ELSTON AVE,41.991699498,-87.78125380700001,60646
72656,120XX S JUSTINE ST,41.6748666,-87.66008706299999,60643
72657,040XX W NEWPORT AVE,41.943972963,-87.72804741899999,60641
72668,019XX N ELSTON AVE,41.917761881,-87.667387104,60614
72685,020XX N SHEFFIELD AVE,41.918560706,-87.65338341100001,60614
72687,019XX N WINCHESTER AVE,41.916732466,-87.676381202,60647
72699,111XX S TRUMBULL AVE,41.690491278,-87.706883839,60655
72706,035XX W 63RD ST,41.778844905999996,-87.710988877,60629
72710,026XX W 73RD ST,41.76096295,-87.688576163,60652
72718,052XX N ST LOUIS AVE,41.976309643,-87.715987647,60625
72721,047XX W ROOSEVELT RD,41.865916835,-87.74299211799999,60644
72722,050XX W WARWICK AVE,41.948784805,-87.753270971,60641
72730,030XX E 95TH ST,41.722773736,-87.550408141,60617
72741,043XX N CALIFORNIA AVE,41.959869346,-87.69842113200001,60618
72748,019XX N CALIFORNIA AVE,41.916588828,-87.697171204,60647
72758,021XX W 18TH PL,41.856706416,-87.679532385,60608
72779,106XX S SAWYER AVE,41.699912379000004,-87.702332311,60655
72786,018XX W 36TH ST,41.828613675999996,-87.670960993,60632
72787,057XX S LA SALLE ST,41.79024448,-87.629193485,60621
72792,059XX N GREENVIEW AVE,41.990166236,-87.66757829,60660
72795,026XX W FARRAGUT AVE,41.976764196,-87.694737519,60625
72800,043XX N MULLIGAN AVE,41.958918515,-87.785537012,60634
72813,013XX S ST LOUIS AVE,41.862766853000004,-87.712877665,60624
72822,052XX W MONTANA ST,41.925046947,-87.757021081,60639
72826,007XX S MAY ST,41.872219361999996,-87.655339767,60607
72833,095XX S HOUSTON AVE,41.72232425,-87.54968830700001,60617
72837,063XX N CALDWELL AVE,41.995880758,-87.76365901,60646
72845,099XX S MORGAN ST,41.713280858000005,-87.64786354700001,60643
72869,054XX W KINZIE ST,41.887714576,-87.762564395,60644
72899,057XX S NORMAL BLVD,41.789670806,-87.63773268899999,60621
72949,017XX S PAULINA ST,41.858169853,-87.66866648700001,60608
72956,011XX W SCHOOL ST,41.941691333,-87.65749700399999,60657
72983,005XX E 86TH ST,41.738391626,-87.61073305299999,60619
72994,047XX N KILDARE AVE,41.967419727,-87.735418741,60630
73009,045XX N MC VICKER AVE,41.962868479,-87.778325971,60630
